seed,topology,d_B,task,tau,capacity
9,parallel,64,stm_linear,30,0.00025707745842456174
9,parallel,64,stm_linear,31,0.00036065867592808
9,parallel,64,stm_linear,32,0.0005148191541150612
9,parallel,64,stm_linear,33,8.60615393877493e-06
9,parallel,64,stm_linear,34,0.00014398145345461595
9,parallel,64,stm_linear,35,4.063803707253536e-05
9,parallel,64,stm_linear,36,0.0028194920842018723
9,parallel,64,stm_linear,37,0.00019254594340640632
9,parallel,64,stm_linear,38,0.0004503209093528764
9,parallel,64,stm_linear,39,5.027624293248424e-07
9,parallel,64,stm_linear,40,0.003937783941770785
9,parallel,64,stm_linear,41,1.1780251707230827e-05
9,parallel,64,stm_linear,42,9.895382783058322e-05
9,parallel,64,stm_linear,43,7.710843601710387e-05
9,parallel,64,stm_linear,44,0.0006772585542053346
9,parallel,64,stm_linear,45,0.00012479237094928207
9,parallel,64,stm_linear,46,0.0030524164792476
9,parallel,64,stm_linear,47,8.217687454709616e-06
9,parallel,64,stm_linear,48,7.28707356436548e-05
9,parallel,64,stm_linear,49,0.0005186707394050161
9,parallel,64,stm_linear,50,0.0004585398921551968
9,parallel,64,s10_x_s20,-1,0.44697699836367427
10,parallel,64,stm_linear,0,0.9687050320658449
10,parallel,64,stm_linear,1,0.9985389550562903
10,parallel,64,stm_linear,2,0.9990056857162578
10,parallel,64,stm_linear,3,0.9931729368602097
10,parallel,64,stm_linear,4,0.9860652098928938
10,parallel,64,stm_linear,5,0.98871232317067
10,parallel,64,stm_linear,6,0.9776783066330981
10,parallel,64,stm_linear,7,0.9546578616916043
10,parallel,64,stm_linear,8,0.9594953069949901
10,parallel,64,stm_linear,9,0.9150988864259134
10,parallel,64,stm_linear,10,0.9109295332049349
10,parallel,64,stm_linear,11,0.8473977084997323
10,parallel,64,stm_linear,12,0.8207211982450355
10,parallel,64,stm_linear,13,0.7114690519037574
10,parallel,64,stm_linear,14,0.5780258962580166
10,parallel,64,stm_linear,15,0.4600668914419679
10,parallel,64,stm_linear,16,0.3825105352510257
10,parallel,64,stm_linear,17,0.3080505437845459
10,parallel,64,stm_linear,18,0.13882245575959598
10,parallel,64,stm_linear,19,0.054236114440321975
10,parallel,64,stm_linear,20,0.08405661476212738
10,parallel,64,stm_linear,21,0.021283770820097674
10,parallel,64,stm_linear,22,0.060499219458846544
10,parallel,64,stm_linear,23,0.008401917222805129
10,parallel,64,stm_linear,24,0.014702776348523941
10,parallel,64,stm_linear,25,0.002396912963024754
10,parallel,64,stm_linear,26,0.0030778982509304252
10,parallel,64,stm_linear,27,0.0016146634546448215
10,parallel,64,stm_linear,28,0.0008765575758002989
10,parallel,64,stm_linear,29,0.0008672670479527746
10,parallel,64,stm_linear,30,0.0020030609940075955
10,parallel,64,stm_linear,31,8.959889565090443e-05
10,parallel,64,stm_linear,32,0.00044383999341232936
10,parallel,64,stm_linear,33,0.0020703255803348856
10,parallel,64,stm_linear,34,0.00010892707828913755
10,parallel,64,stm_linear,35,7.199789919618605e-06
10,parallel,64,stm_linear,36,0.0007694308848446422
10,parallel,64,stm_linear,37,0.00106266338564767
10,parallel,64,stm_linear,38,0.00016094314144658546
10,parallel,64,stm_linear,39,0.0006020311619558667
10,parallel,64,stm_linear,40,0.00027312250830117
10,parallel,64,stm_linear,41,0.0010263182620284395
10,parallel,64,stm_linear,42,0.00023712371759832345
10,parallel,64,stm_linear,43,0.0010196730000145916
10,parallel,64,stm_linear,44,0.0004641031158905398
10,parallel,64,stm_linear,45,0.003168894153109865
10,parallel,64,stm_linear,46,4.2511838904370146e-07
10,parallel,64,stm_linear,47,0.00036783097322977084
10,parallel,64,stm_linear,48,0.00033544195527224094
10,parallel,64,stm_linear,49,0.0012971141356409289
10,parallel,64,stm_linear,50,2.3750592235373858e-05
10,parallel,64,s10_x_s20,-1,0.44845378136999453
11,parallel,64,stm_linear,0,0.9630544757766165
11,parallel,64,stm_linear,1,0.9988157212303553
11,parallel,64,stm_linear,2,0.9978878334389713
11,parallel,64,stm_linear,3,0.9950415863887274
11,parallel,64,stm_linear,4,0.9842150127362628
11,parallel,64,stm_linear,5,0.9884814794091906
11,parallel,64,stm_linear,6,0.9745783445080796
11,parallel,64,stm_linear,7,0.9678985643699122
11,parallel,64,stm_linear,8,0.954105299855915
11,parallel,64,stm_linear,9,0.9472587636920987
11,parallel,64,stm_linear,10,0.9070693268837199
11,parallel,64,stm_linear,11,0.8107308402806538
11,parallel,64,stm_linear,12,0.7457498625078616
11,parallel,64,stm_linear,13,0.6415333328863985
11,parallel,64,stm_linear,14,0.48804693642290736
11,parallel,64,stm_linear,15,0.4819391203476365
11,parallel,64,stm_linear,16,0.298764529379303
11,parallel,64,stm_linear,17,0.26974841299987296
11,parallel,64,stm_linear,18,0.2452333779661058
11,parallel,64,stm_linear,19,0.17372812092207243
11,parallel,64,stm_linear,20,0.19869510662249587
11,parallel,64,stm_linear,21,0.0687867583635653
11,parallel,64,stm_linear,22,0.036556302033585106
11,parallel,64,stm_linear,23,0.02487793438952614
11,parallel,64,stm_linear,24,0.002655122548488869
11,parallel,64,stm_linear,25,0.0017966695720015354
11,parallel,64,stm_linear,26,1.9224081741046852e-07
11,parallel,64,stm_linear,27,0.0008837888439222643
11,parallel,64,stm_linear,28,0.00010880369386504362
11,parallel,64,stm_linear,29,0.00015090153550518474
11,parallel,64,stm_linear,30,0.0011652957588608927
11,parallel,64,stm_linear,31,0.0013760885680747096
11,parallel,64,stm_linear,32,9.793438544859218e-06
11,parallel,64,stm_linear,33,0.00348464189901828
11,parallel,64,stm_linear,34,4.84115534933519e-06
11,parallel,64,stm_linear,35,0.0020703334644549373
11,parallel,64,stm_linear,36,0.0010759203412894598
11,parallel,64,stm_linear,37,9.552353637394803e-07
11,parallel,64,stm_linear,38,1.7104120441663704e-06
11,parallel,64,stm_linear,39,0.0001173436782239952
11,parallel,64,stm_linear,40,0.00018128332329995153
11,parallel,64,stm_linear,41,0.0008531816561377118
11,parallel,64,stm_linear,42,1.3262567454533008e-05
11,parallel,64,stm_linear,43,5.4224650442093816e-05
11,parallel,64,stm_linear,44,0.0006059918824509421
11,parallel,64,stm_linear,45,0.0005086286720110793
11,parallel,64,stm_linear,46,9.258410546117898e-05
11,parallel,64,stm_linear,47,9.966810587851077e-05
11,parallel,64,stm_linear,48,0.00028642819153203635
11,parallel,64,stm_linear,49,0.0011488641464120501
11,parallel,64,stm_linear,50,8.709942407056384e-05
11,parallel,64,s10_x_s20,-1,0.46450449946696587
13,parallel,64,stm_linear,0,0.9782828656605245
13,parallel,64,stm_linear,1,0.999124986871109
13,parallel,64,stm_linear,2,0.9988207048088602
13,parallel,64,stm_linear,3,0.9970620385055914
13,parallel,64,stm_linear,4,0.9881457340954969
13,parallel,64,stm_linear,5,0.989053248050631
13,parallel,64,stm_linear,6,0.9791355756841132
13,parallel,64,stm_linear,7,0.9745695628022737
13,parallel,64,stm_linear,8,0.9586292067895478
13,parallel,64,stm_linear,9,0.943060593413105
13,parallel,64,stm_linear,10,0.8947411991159655
13,parallel,64,stm_linear,11,0.8478296953348392
13,parallel,64,stm_linear,12,0.7500928126373727
13,parallel,64,stm_linear,13,0.6223392949727299
13,parallel,64,stm_linear,14,0.5684068043459101
13,parallel,64,stm_linear,15,0.41900398981334547
13,parallel,64,stm_linear,16,0.24550934709899913
13,parallel,64,stm_linear,17,0.26215155089167547
13,parallel,64,stm_linear,18,0.09979803223984769
13,parallel,64,stm_linear,19,0.08762606387587105
13,parallel,64,stm_linear,20,0.05662404229388002
13,parallel,64,stm_linear,21,0.007572413146877812
13,parallel,64,stm_linear,22,0.0007972115985882585
13,parallel,64,stm_linear,23,0.0008878897923647886
13,parallel,64,stm_linear,24,0.00012545963927240123
13,parallel,64,stm_linear,25,0.0009036810594075754
13,parallel,64,stm_linear,26,3.913523242972491e-06
13,parallel,64,stm_linear,27,2.2737047907128732e-06
13,parallel,64,stm_linear,28,4.3382034469431235e-05
13,parallel,64,stm_linear,29,0.0002544649137414704
13,parallel,64,stm_linear,30,5.6536678405125386e-05
13,parallel,64,stm_linear,31,0.0013537432582803562
13,parallel,64,stm_linear,32,0.0014610060658538997
13,parallel,64,stm_linear,33,0.004610866444208154
13,parallel,64,stm_linear,34,0.0009484583473664326
13,parallel,64,stm_linear,35,0.0013912719424516175
13,parallel,64,stm_linear,36,0.001201725911131328
13,parallel,64,stm_linear,37,0.0012693197627508285
13,parallel,64,stm_linear,38,0.003084768104302497
13,parallel,64,stm_linear,39,0.0011794579473241593
13,parallel,64,stm_linear,40,0.0019318942786178176
13,parallel,64,stm_linear,41,2.0647802367267463e-05
13,parallel,64,stm_linear,42,0.003122004520143611
13,parallel,64,stm_linear,43,0.0006295389533651139
13,parallel,64,stm_linear,44,2.1385219205591936e-06
13,parallel,64,stm_linear,45,0.001388900792377871
13,parallel,64,stm_linear,46,0.0002921848623957271
13,parallel,64,stm_linear,47,0.0014353885437335431
13,parallel,64,stm_linear,48,7.579119584274468e-05
13,parallel,64,stm_linear,49,1.5234429469081849e-05
13,parallel,64,stm_linear,50,0.0005316400047417306
13,parallel,64,s10_x_s20,-1,0.38811270128550607
14,parallel,64,stm_linear,0,0.9184870985926346
14,parallel,64,stm_linear,1,0.9973166160389635
14,parallel,64,stm_linear,2,0.9946849775571127
14,parallel,64,stm_linear,3,0.98293005339124
14,parallel,64,stm_linear,4,0.9641277673230328
14,parallel,64,stm_linear,5,0.9716931817704331
14,parallel,64,stm_linear,6,0.9564383598267205
14,parallel,64,stm_linear,7,0.9328658172223104
14,parallel,64,stm_linear,8,0.9097472548471024
14,parallel,64,stm_linear,9,0.8814302676880396
14,parallel,64,stm_linear,10,0.8526004040285332
14,parallel,64,stm_linear,11,0.7455695845228015
14,parallel,64,stm_linear,12,0.7117257817557076
14,parallel,64,stm_linear,13,0.6925654075187694
14,parallel,64,stm_linear,14,0.620220139083638
14,parallel,64,stm_linear,15,0.5142394999368487
14,parallel,64,stm_linear,16,0.42897965264528354
14,parallel,64,stm_linear,17,0.3632376886415058
14,parallel,64,stm_linear,18,0.321417139181207
14,parallel,64,stm_linear,19,0.2503406711030937
14,parallel,64,stm_linear,20,0.24082299343614133
14,parallel,64,stm_linear,21,0.08982454125215793
14,parallel,64,stm_linear,22,0.0919855025207938
14,parallel,64,stm_linear,23,0.03477056238896933
14,parallel,64,stm_linear,24,0.03213166265449357
14,parallel,64,stm_linear,25,0.01436101645944334
14,parallel,64,stm_linear,26,0.014821277585792995
14,parallel,64,stm_linear,27,0.0031316177970171595
14,parallel,64,stm_linear,28,0.0010411258980411488
14,parallel,64,stm_linear,29,0.0021723205625230214
14,parallel,64,stm_linear,30,0.0005672826242984827
14,parallel,64,stm_linear,31,0.006162948006805731
14,parallel,64,stm_linear,32,6.499035751101969e-08
14,parallel,64,stm_linear,33,1.9962587016409605e-05
14,parallel,64,stm_linear,34,2.698783243893107e-05
14,parallel,64,stm_linear,35,3.482757245350214e-05
14,parallel,64,stm_linear,36,0.0013152096240324335
14,parallel,64,stm_linear,37,0.0009002952263476619
14,parallel,64,stm_linear,38,1.688117433992877e-05
14,parallel,64,stm_linear,39,0.001564292027777949
14,parallel,64,stm_linear,40,0.000168299554706244
14,parallel,64,stm_linear,41,0.0008347376604363153
14,parallel,64,stm_linear,42,0.006511955251635089
14,parallel,64,stm_linear,43,0.0011523418856685392
14,parallel,64,stm_linear,44,0.00018200609820067694
14,parallel,64,stm_linear,45,0.0008351065332371611
14,parallel,64,stm_linear,46,9.267780219538874e-07
14,parallel,64,stm_linear,47,0.001658527426098248
14,parallel,64,stm_linear,48,0.0013293750114836064
14,parallel,64,stm_linear,49,0.001090246686782166
14,parallel,64,stm_linear,50,0.0007678705723387736
14,parallel,64,s10_x_s20,-1,0.48687053217847476
15,parallel,64,stm_linear,0,0.9690360157132503
15,parallel,64,stm_linear,1,0.9978157214241488
15,parallel,64,stm_linear,2,0.9975041348018032
15,parallel,64,stm_linear,3,0.9894436766453274
15,parallel,64,stm_linear,4,0.9830860458344155
15,parallel,64,stm_linear,5,0.969474745707185
15,parallel,64,stm_linear,6,0.9795083434445556
15,parallel,64,stm_linear,7,0.9321577130166022
15,parallel,64,stm_linear,8,0.926353473814336
15,parallel,64,stm_linear,9,0.9236997978318812
15,parallel,64,stm_linear,10,0.8762725316452663
15,parallel,64,stm_linear,11,0.8471925082503325
15,parallel,64,stm_linear,12,0.708026255631238
15,parallel,64,stm_linear,13,0.7559653296760971
15,parallel,64,stm_linear,14,0.5312091111220827
15,parallel,64,stm_linear,15,0.5827847500196678
15,parallel,64,stm_linear,16,0.38169131449472404
15,parallel,64,stm_linear,17,0.4485467916017923
15,parallel,64,stm_linear,18,0.2877829075752689
15,parallel,64,stm_linear,19,0.20713783962600754
15,parallel,64,stm_linear,20,0.17646479567656922
15,parallel,64,stm_linear,21,0.14032314043779684
15,parallel,64,stm_linear,22,0.08991024456939255
15,parallel,64,stm_linear,23,0.01660849650925051
15,parallel,64,stm_linear,24,0.021959737050239382
15,parallel,64,stm_linear,25,0.005989887240140402
15,parallel,64,stm_linear,26,0.01760639877025125
15,parallel,64,stm_linear,27,0.004095064044651631
15,parallel,64,stm_linear,28,0.0019256403548596186
15,parallel,64,stm_linear,29,0.00300552938248508
15,parallel,64,stm_linear,30,0.0009721112440593522
15,parallel,64,stm_linear,31,0.0002244327630973144
15,parallel,64,stm_linear,32,0.0007377725260792256
15,parallel,64,stm_linear,33,3.694354325156132e-05
15,parallel,64,stm_linear,34,1.6726810581606792e-05
15,parallel,64,stm_linear,35,0.0008561150209352228
15,parallel,64,stm_linear,36,0.0008648338556386039
15,parallel,64,stm_linear,37,0.002300720407385595
15,parallel,64,stm_linear,38,0.00045186294939889357
15,parallel,64,stm_linear,39,0.002910740969442156
15,parallel,64,stm_linear,40,0.0005218901770988796
15,parallel,64,stm_linear,41,3.3740694056112044e-07
15,parallel,64,stm_linear,42,0.00017069670567187306
15,parallel,64,stm_linear,43,0.0017103405055969093
15,parallel,64,stm_linear,44,0.001594650817407369
15,parallel,64,stm_linear,45,0.0007455588968252511
15,parallel,64,stm_linear,46,0.00025452333726701205
15,parallel,64,stm_linear,47,0.00017636829422264886
15,parallel,64,stm_linear,48,0.00013777700358555745
15,parallel,64,stm_linear,49,1.456791801909456e-05
15,parallel,64,stm_linear,50,0.0006416753626638159
15,parallel,64,s10_x_s20,-1,0.47469494079345675
16,parallel,64,stm_linear,0,0.9359326837529733
16,parallel,64,stm_linear,1,0.9968569375196599
16,parallel,64,stm_linear,2,0.9934475284158187
16,parallel,64,stm_linear,3,0.9804900537864086
16,parallel,64,stm_linear,4,0.9666422361875433
16,parallel,64,stm_linear,5,0.955488366983669
16,parallel,64,stm_linear,6,0.9693440018626395
16,parallel,64,stm_linear,7,0.9104397905974979
16,parallel,64,stm_linear,8,0.9297417118088598
16,parallel,64,stm_linear,9,0.8744904219044928
16,parallel,64,stm_linear,10,0.8701328308037817
16,parallel,64,stm_linear,11,0.7881626142105442
16,parallel,64,stm_linear,12,0.6736025663784864
16,parallel,64,stm_linear,13,0.6373056203675723
16,parallel,64,stm_linear,14,0.5063961167065846
16,parallel,64,stm_linear,15,0.6333818506663936
16,parallel,64,stm_linear,16,0.28410048052375697
16,parallel,64,stm_linear,17,0.46309746419065706
16,parallel,64,stm_linear,18,0.23644934664170394
16,parallel,64,stm_linear,19,0.3001230774082074
16,parallel,64,stm_linear,20,0.3095716856459066
16,parallel,64,stm_linear,21,0.1939807189367516
16,parallel,64,stm_linear,22,0.16400328391740546
16,parallel,64,stm_linear,23,0.10050847272830392
16,parallel,64,stm_linear,24,0.11369860723922728
16,parallel,64,stm_linear,25,0.042122006581590495
16,parallel,64,stm_linear,26,0.03387741692560788
16,parallel,64,stm_linear,27,0.022962578872440537
16,parallel,64,stm_linear,28,0.0021152570037834806
16,parallel,64,stm_linear,29,0.0151795347756889
16,parallel,64,stm_linear,30,0.00165096139078226
16,parallel,64,stm_linear,31,0.003933474726438425
16,parallel,64,stm_linear,32,0.0014792906075656973
16,parallel,64,stm_linear,33,2.4612985617369324e-05
16,parallel,64,stm_linear,34,0.0001533250343805553
16,parallel,64,stm_linear,35,0.0007354109162324635
16,parallel,64,stm_linear,36,7.347767860880034e-06
16,parallel,64,stm_linear,37,0.00034248009786745555
16,parallel,64,stm_linear,38,0.000979940193264056
16,parallel,64,stm_linear,39,0.0021170657672898445
16,parallel,64,stm_linear,40,4.392280009852737e-05
16,parallel,64,stm_linear,41,0.0008327901607950571
16,parallel,64,stm_linear,42,0.0003156099995492443
16,parallel,64,stm_linear,43,0.0016519109106452442
16,parallel,64,stm_linear,44,5.393645575721977e-05
16,parallel,64,stm_linear,45,0.005794167813864986
16,parallel,64,stm_linear,46,4.80166806066303e-05
16,parallel,64,stm_linear,47,0.0008307418859897526
16,parallel,64,stm_linear,48,0.00024982178786732293
16,parallel,64,stm_linear,49,0.0002431769921036585
16,parallel,64,stm_linear,50,6.199486681022631e-07
16,parallel,64,s10_x_s20,-1,0.47519935583971934
17,parallel,64,stm_linear,0,0.8909877725472182
17,parallel,64,stm_linear,1,0.9954651330058505
17,parallel,64,stm_linear,2,0.9945483483136551
17,parallel,64,stm_linear,3,0.9794458847082422
17,parallel,64,stm_linear,4,0.964536930071338
17,parallel,64,stm_linear,5,0.9578911769240321
17,parallel,64,stm_linear,6,0.9673867665211487
17,parallel,64,stm_linear,7,0.9113799881410555
17,parallel,64,stm_linear,8,0.9007118303256506
17,parallel,64,stm_linear,9,0.8633457685413501
17,parallel,64,stm_linear,10,0.8514404936491722
17,parallel,64,stm_linear,11,0.8323573485445596
17,parallel,64,stm_linear,12,0.6126574133602936
17,parallel,64,stm_linear,13,0.7288310463295883
17,parallel,64,stm_linear,14,0.5266806882107538
17,parallel,64,stm_linear,15,0.515418757770288
17,parallel,64,stm_linear,16,0.4412483448451878
17,parallel,64,stm_linear,17,0.43099777027552044
17,parallel,64,stm_linear,18,0.2277607467778124
17,parallel,64,stm_linear,19,0.1890055922877687
17,parallel,64,stm_linear,20,0.2408420985451965
17,parallel,64,stm_linear,21,0.11816482362846635
17,parallel,64,stm_linear,22,0.12244683731339448
17,parallel,64,stm_linear,23,0.0919632702347318
17,parallel,64,stm_linear,24,0.05593715959684855
17,parallel,64,stm_linear,25,0.04343269582080214
17,parallel,64,stm_linear,26,0.025612693685686812
17,parallel,64,stm_linear,27,0.020011434853251617
17,parallel,64,stm_linear,28,0.002108543018289602
17,parallel,64,stm_linear,29,0.00662724077963705
17,parallel,64,stm_linear,30,0.0017738228042826602
17,parallel,64,stm_linear,31,0.008776263260306325
17,parallel,64,stm_linear,32,0.0018700513504795687
17,parallel,64,stm_linear,33,0.00017886218235985485
17,parallel,64,stm_linear,34,0.0005703416361032924
17,parallel,64,stm_linear,35,0.0009825519515380763
17,parallel,64,stm_linear,36,0.00015852924484420828
17,parallel,64,stm_linear,37,3.500085327203573e-05
17,parallel,64,stm_linear,38,0.0010742649858762646
17,parallel,64,stm_linear,39,2.6212128445782516e-05
17,parallel,64,stm_linear,40,0.0021531161664597
17,parallel,64,stm_linear,41,0.0017084470294202619
17,parallel,64,stm_linear,42,0.0009306955010407561
17,parallel,64,stm_linear,43,0.0019031794317677343
17,parallel,64,stm_linear,44,9.480956415607403e-06
17,parallel,64,stm_linear,45,0.00015729494639981322
17,parallel,64,stm_linear,46,0.0017297493506734163
17,parallel,64,stm_linear,47,0.0006769073033318913
17,parallel,64,stm_linear,48,0.0005944864698300863
17,parallel,64,stm_linear,49,0.00010444934789626051
17,parallel,64,stm_linear,50,4.685203592441973e-05
17,parallel,64,s10_x_s20,-1,0.4940511490603363
18,parallel,64,stm_linear,0,0.9582300009719579
18,parallel,64,stm_linear,1,0.9984814933055661
18,parallel,64,stm_linear,2,0.9959784075853009
18,parallel,64,stm_linear,3,0.9839206038053114
18,parallel,64,stm_linear,4,0.980102955568048
18,parallel,64,stm_linear,5,0.9728966507012479
18,parallel,64,stm_linear,6,0.9598475058768099
18,parallel,64,stm_linear,7,0.9443524746484517
18,parallel,64,stm_linear,8,0.932382778353756
18,parallel,64,stm_linear,9,0.8940395678778249
18,parallel,64,stm_linear,10,0.8715802807420366
18,parallel,64,stm_linear,11,0.7642266979077157
18,parallel,64,stm_linear,12,0.6841148970925126
18,parallel,64,stm_linear,13,0.6279759188435358
18,parallel,64,stm_linear,14,0.63233664553326
18,parallel,64,stm_linear,15,0.593526710311362
18,parallel,64,stm_linear,16,0.3121428141470052
18,parallel,64,stm_linear,17,0.3617448369427832
18,parallel,64,stm_linear,18,0.3193493960015791
18,parallel,64,stm_linear,19,0.09223642054978784
18,parallel,64,stm_linear,20,0.16746412946061145
18,parallel,64,stm_linear,21,0.07289081396419617
18,parallel,64,stm_linear,22,0.05076418924754502
18,parallel,64,stm_linear,23,0.02239879480866453
18,parallel,64,stm_linear,24,0.01966769672198813
18,parallel,64,stm_linear,25,0.005360057785925844
18,parallel,64,stm_linear,26,0.006022052374212951
18,parallel,64,stm_linear,27,0.004599697599604305
18,parallel,64,stm_linear,28,7.220979471089118e-05
18,parallel,64,stm_linear,29,9.33429648427751e-06
18,parallel,64,stm_linear,30,0.001966217097319328
18,parallel,64,stm_linear,31,0.0009727445644792315
18,parallel,64,stm_linear,32,7.003827464998413e-05
18,parallel,64,stm_linear,33,0.0016830122491917172
18,parallel,64,stm_linear,34,0.002170526480954643
18,parallel,64,stm_linear,35,0.0015958921092884288
18,parallel,64,stm_linear,36,0.0011592662669872647
18,parallel,64,stm_linear,37,0.0003543432479498884
18,parallel,64,stm_linear,38,0.0017621172647586246
18,parallel,64,stm_linear,39,0.001395045528155091
18,parallel,64,stm_linear,40,7.00346897970942e-05
18,parallel,64,stm_linear,41,0.00017288224356080706
18,parallel,64,stm_linear,42,0.005760305331965649
18,parallel,64,stm_linear,43,0.00012651772303990275
18,parallel,64,stm_linear,44,2.773633033504116e-05
18,parallel,64,stm_linear,45,0.0027042517973459726
18,parallel,64,stm_linear,46,8.590169873681436e-05
18,parallel,64,stm_linear,47,0.001140080836199822
18,parallel,64,stm_linear,48,0.0031076676239194705
18,parallel,64,stm_linear,49,8.932706315459256e-06
18,parallel,64,stm_linear,50,5.922604625587544e-05
18,parallel,64,s10_x_s20,-1,0.41602518279847134
19,parallel,64,stm_linear,0,0.9741499624977971
19,parallel,64,stm_linear,1,0.9986318204708471
19,parallel,64,stm_linear,2,0.9968299080606949
19,parallel,64,stm_linear,3,0.9911234649800476
19,parallel,64,stm_linear,4,0.9819884601158153
19,parallel,64,stm_linear,5,0.9792706550928583
19,parallel,64,stm_linear,6,0.9775360467480759
19,parallel,64,stm_linear,7,0.9562713614333074
19,parallel,64,stm_linear,8,0.9337799703131049
19,parallel,64,stm_linear,9,0.9313584978384029
19,parallel,64,stm_linear,10,0.8992482559972946
19,parallel,64,stm_linear,11,0.8414145091677576
19,parallel,64,stm_linear,12,0.7765038842254599
19,parallel,64,stm_linear,13,0.7154667183799176
19,parallel,64,stm_linear,14,0.5507196552618568
19,parallel,64,stm_linear,15,0.5376111074720032
19,parallel,64,stm_linear,16,0.2520468953778301
19,parallel,64,stm_linear,17,0.43398668275076857
19,parallel,64,stm_linear,18,0.3097480013069436
19,parallel,64,stm_linear,19,0.14986987839283095
19,parallel,64,stm_linear,20,0.21979247300035912
19,parallel,64,stm_linear,21,0.11556887643952686
19,parallel,64,stm_linear,22,0.12295574174324415
19,parallel,64,stm_linear,23,0.0197711363593119
19,parallel,64,stm_linear,24,0.043388339022667144
19,parallel,64,stm_linear,25,0.018049046326425636
19,parallel,64,stm_linear,26,0.005243819192209258
19,parallel,64,stm_linear,27,0.0008387724887295228
19,parallel,64,stm_linear,28,0.0004300680085697019
19,parallel,64,stm_linear,29,0.0009191239579987027
19,parallel,64,stm_linear,30,0.0010119959323994499
19,parallel,64,stm_linear,31,0.0010017519792710496
19,parallel,64,stm_linear,32,0.0007793581371983276
19,parallel,64,stm_linear,33,0.004173406868282172
19,parallel,64,stm_linear,34,0.001567631406928602
19,parallel,64,stm_linear,35,0.005187398134130943
19,parallel,64,stm_linear,36,0.005146962719299616
19,parallel,64,stm_linear,37,0.003507769197328186
19,parallel,64,stm_linear,38,0.004022665530560725
19,parallel,64,stm_linear,39,0.0014386586646671477
19,parallel,64,stm_linear,40,0.0002632719362862418
19,parallel,64,stm_linear,41,0.002066858504185512
19,parallel,64,stm_linear,42,4.9151978049628744e-05
19,parallel,64,stm_linear,43,0.0011089540597842707
19,parallel,64,stm_linear,44,0.0039367248706261865
19,parallel,64,stm_linear,45,6.531346836621348e-05
19,parallel,64,stm_linear,46,0.006366344935742051
19,parallel,64,stm_linear,47,0.00614053555213478
19,parallel,64,stm_linear,48,0.003561467174162191
19,parallel,64,stm_linear,49,0.0032040710057174146
19,parallel,64,stm_linear,50,0.0005460972675015447
19,parallel,64,s10_x_s20,-1,0.48479539919839265
